Company Name,Domain,Description,Industry,Tech Vertical,Sub-industry,Growth Stage,Founded Date,HQ Location,Operating Status,Total Funding Amount (in USD),Last Funding Amount (in USD),Last Funding Date,Last Funding Type,Post Money Valuation (in USD),Number of Funding Rounds,Investors,Lead Investors,Annual Revenue Estimate (in USD),Founders,Founder Highlights,Number of Founders,Employee Count,Employee Monthly Growth3,Employee Monthly Growth6,Web Visits,Web Visits Monthly Growth3,Web Visits Monthly Growth6,Number of Patents,Awards Count,Highlights,Tagline,stage_score,sector_score,founder_score,momentum_score,total_score,qualification_tier,outreach_action,timing_note,diligence_steps
HavocAI,havocai.com,"HavocAI delivers AI-driven maritime autonomy that enables rapid deployment and coordinated operation of uncrewed surface vessels (USVs) for defense and commercial missions. The company combines AI-enabled services, software-defined hardware, and collaborative autonomy to allow large fleets of distributed USVs to sense, decide, and act together even under degraded communications. Its platform optimizes mission tasking and fleet orchestration to support thousands of low-cost, rapidly produced USVs tailored to operational requirements. HavocAI operates as a B2B provider to military organizations and defense contractors seeking scalable, resilient maritime autonomy solutions.",Manufacturing; Transportation Equipment Manufacturing; Defense and Space Manufacturing,"Robotics & Industrial Tech > Edge Computing and AI for Robotics; Mobility, Transport & Logistics > Maritime, Aviation and Rail Tech; AI & Machine Learning > Agentic Frameworks and Orchestration; Defence & Security > Autonomous and Uncrewed Systems; Supply Chain & ManufacturingTech > Transportation, Freight and Network Optimization",Artificial Intelligence (AI); Marine Technology; Public Safety,Growth Stage,2024,"Providence, Rhode Island, United States, North America",Active,197233286.0,100000000.0,2026-05-12,Series A,0.0,3,"Alumni Ventures, B Capital, Boardman Bay Capital Management, Bravo Victor Venture Capital, Clear Street, Cobalt Capital, Decisive Point, Hanwha, IQT, Island Green, Lockheed Martin, Mute Ventures, New North Ventures, Outlander VC, Outlander Ventures, SAIC, Scout Ventures, Soren Ventures, Taiwania Capital Management Corporation, The Veteran Fund, Trousdale Ventures, UP Partners, Vanderbilt University, Vanderbilt University Office of Investments, Zero Infinity Partners, meetperry","Trousdale Ventures, Scout Ventures, Alumni Ventures, B Capital, IQT, Boardman Bay Capital Management, Cobalt Capital",0.0,"[{""specter_person_id"":""per_19c58e6558dd4f5ab1057713"",""full_name"":""Joe Turner"",""departments"":[""Senior Leadership""],""title"":""Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_745ebac6f4b5b0ba97095ad2"",""full_name"":""Timothy R."",""departments"":[""Senior Leadership""],""title"":""Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_9e7dfae686ef944a89efbb41"",""full_name"":""Paul Lwin"",""departments"":[""Senior Leadership""],""title"":""Co-Founder and CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_fc3e31e19e2f0d10133a3954"",""full_name"":""Andrew Gregg"",""departments"":[""Senior Leadership""],""title"":""Co-Founder"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Unicorn Experience, Prior VC-Backed Experience, Serial Founder, Top University, VC-Backed Founder",4,152,35.71,92.41,11516.0,64.99,504.83,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Web Traffic Momentum, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Raised Last Month, Recent Funding, Recent News",HavocAI provides intelligent maritime autonomy solutions for defense and commercial markets.,100,100,47,100,79,Tier 2,Monitor (Tier 3),"Raised ~1mo ago — build the relationship now, ahead of the next round.",Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Roostr,getwhy.io,"Roostr manages global freight for US small and medium-sized importers to prevent surprise charges, shipment delays, and overpayment. The company coordinates customs, drayage, origin partners and a partner network while following standardized operating procedures to handle end-to-end import logistics. Roostr's service focuses on margin protection, inventory reliability, and freight cost control for SMB importers. It operates as a B2B logistics and freight forwarding provider working with customs brokers and local drayage and origin partners.","Transportation, Logistics, Supply Chain and Storage; Truck Transportation","Mobility, Transport & Logistics > Freight, TMS and Logistics Platforms; Commerce & Marketplaces > B2B Marketplaces & Procurement Networks; Supply Chain & ManufacturingTech > Supply Chain Visibility and Control Towers; Supply Chain & ManufacturingTech > Transportation, Freight and Network Optimization; Commerce & Marketplaces > Retail Media & AdTech for Commerce",Artificial Intelligence (AI); Consumer Research; Market Research,Early Stage,2023,"New York City, New York, United States, North America",Active,61381052.0,42000000.0,2024-07-07,Series A,0.0,8,PeakSpan Capital,PeakSpan Capital,0.0,"[{""specter_person_id"":""per_1748765da7e53f1d0720cb20"",""full_name"":""Jacky Chen"",""departments"":[""Senior Leadership""],""title"":""Founder & CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_7e4fc1c6abe29800e23e53ce"",""full_name"":""Mark Mote"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_9fadf71246a6b16efd20a852"",""full_name"":""Ben Zhang"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-founder & CTO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Unicorn Experience, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Technical Background, VC-Backed Experience, VC-Backed Founder",3,3,0.0,50.0,46971.0,43.2,94.07,,,No Recent Funding,"Roostr imports freight for US SMBs, preventing surprise bills, stockouts, and freight overcharges.",100,100,57,88,79,Tier 2,Monitor (Tier 3),~23mo since last raise — may be raising soon or capital-efficient; worth a direct conversation.,"Validate founder track record and prior exit outcomes. | Confirm current runway, burn rate, and timeline to next raise. | Assess market size and competitive landscape. | Review cap table and quality of existing investors."
ServiceUp,serviceup.com,"ServiceUp centralizes and automates vehicle repair and maintenance workflows to reduce downtime and repair cycle times for fleets and insurance carriers. The platform provides digital repair orders, estimate and payment management, real-time repair tracking, configurable approvals, and automated shop selection, logistics, claims processing, and payments. It operates as a B2B SaaS platform serving fleets (25â€“5,000 vehicles), insurance carriers, TPAs, brokerages, and repair shops and includes a marketplace of vetted repair partners. ServiceUp emphasizes operational visibility and performance insights to speed repairs, lower costs, and maintain vehicle history across the repair lifecycle.","Technology, Information and Internet; Software Development","Supply Chain & ManufacturingTech > Aftermarket & Service Supply Chains; FinTech > Insurance and InsurTech; Mobility, Transport & Logistics > Fleet Management, Telematics and Safety; Enterprise Automation > Procurement and Vendor Management Automation; Enterprise Automation > Integration and Workflow Automation",Automotive; Business Process Automation (BPA); Service Industry,Early Stage,2021,"Campbell, California, United States, North America",Active,69500000.0,55000000.0,2025-07-09,Series B,0.0,2,"Capital Midwest Fund, Chaos Ventures, Hearst Ventures, Litquidity Capital, PeakSpan Capital, Tiger Global Management, Trestle Partners","Tiger Global Management, PeakSpan Capital",0.0,"[{""specter_person_id"":""per_1e928ce216d513425dca1aba"",""full_name"":""Jaclyn Imani"",""departments"":[""Senior Leadership""],""title"":""Founder, CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_1fea05cc7d9dfdda474160c4"",""full_name"":""Brett Dashe"",""departments"":[""Senior Leadership""],""title"":""Rev & Co-founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_39e410fa51e7140f0ff16f40"",""full_name"":""Brett Carlson"",""departments"":[""Senior Leadership""],""title"":""Co-Founder / CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_77ce89a2b915d62a450f5e38"",""full_name"":""Javier Muniz"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_92415cdfb86337858027075e"",""full_name"":""John Bradley"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-founder & CTO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Unicorn Experience, Prior Exit, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, VC-Backed Experience, VC-Backed Founder",5,83,5.06,-4.6,8913.0,7.26,56.45,,1.0,"Top Tier Investors, No Recent Funding",ServiceUp centralizes and automates vehicle repair and maintenance for fleets and insurers.,100,100,73,60,77,Tier 2,Monitor (Tier 3),~11mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Arkestro,arkestro.com,"Arkestro helps procurement teams reduce costs and accelerate buying by predicting prices and recommending preferred outcomes for sourcing events. It combines AI, machine learning, behavioral science, and game theory to automate sourcing workflows, generate real-time pricing and negotiation recommendations, and optimize supplier selection. The platform is a B2B SaaS solution that connects to ERP and procure-to-pay systems via over 1,000 pre-built API integrations to ingest historical and real-time spend data. Enterprises in automotive, oil and gas, manufacturing, and construction use Arkestro to expand addressable spend and shorten procurement cycles without adding headcount.","Technology, Information and Internet; Data Infrastructure and Analytics; Business Intelligence Platforms",Enterprise Automation > Procurement and Vendor Management Automation; Supply Chain & ManufacturingTech > Sourcing and Direct Procurement; Supply Chain & ManufacturingTech > AI and Analytics for Supply Chain Optimization; Commerce & Marketplaces > B2B Marketplaces & Procurement Networks; Data & Analytics > Advanced Analytics and Data Science,Analytics; Predictive Analytics; Procurement; Productivity Tools; Software,Growth Stage,2017,"San Francisco, California, United States, North America",Active,63950000.0,36000000.0,2025-05-14,Series B,0.0,6,"Activant Capital, Altira Group, Aramco Ventures, Cervin Ventures, Construct Capital, Correlation Ventures, El Cap Holdings, Forum Ventures, Four More Capital, Illuminate Ventures, Koch Disruptive Technologies, Mentors Fund, New Enterprise Associates, Plug and Play, Right Side Capital Management, Tech Wildcatters, Tenacity Venture Capital","Tech Wildcatters, Cervin Ventures, Illuminate Ventures, Four More Capital, Koch Disruptive Technologies, Construct Capital, New Enterprise Associates, Aramco Ventures, Altira Group",0.0,"[{""specter_person_id"":""per_2a6569de4988d20b7b193b4c"",""full_name"":""Andrew Jones"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_3b24660efffc40afbf98e390"",""full_name"":""Robert DeSantis"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_cdee55a23bf962ea36dee737"",""full_name"":""Christian Ries"",""departments"":[""Senior Leadership""],""title"":""Co-Founder and Chief Operating & Legal Officer (PE Exit)"",""seniority"":""Executive Level""},{""specter_person_id"":""per_f604cf8dc04e408bea1ea426"",""full_name"":""Edmund Zagorin"",""departments"":[""Senior Leadership""],""title"":""Founder"",""seniority"":""Executive Level""}]","Unicorn Experience, Prior Exit, Prior IPO, Prior VC-Backed Founder, Serial Founder, Strong Academic Background, Top University, VC-Backed Experience, VC-Backed Founder",4,120,6.19,10.09,8239.0,-59.61,-32.3,9.0,,"Headcount Surge, Web Traffic Dip, Top Tier Investors, No Recent Funding","Arkestro is a predictive procurement platform using AI, machine learning, and behavioral science.",100,60,100,45,77,Tier 2,Monitor (Tier 3),~13mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Confirm core technology and fit with target sectors. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Gather AI,gather.ai,"Gather AI automates inventory management in warehouses using autonomous drones and AI to deliver frequent, accurate inventory counts and actionable insights. Its B2B SaaS platform combines computer vision, onboard AI, and fleet orchestration to operate drones safely around people and in GPSâ€‘denied indoor environments. The platform integrates with warehouse management and enterprise systems to surface real-time inventory and operational data. Gather AI targets 3PLs, manufacturers, and retailers, reducing manual cycle counts, improving inventory accuracy, and boosting warehouse productivity across logistics facilities.","Technology, Information and Internet; Software Development","Mobility, Transport & Logistics > Warehouse and Logistics Automation; Robotics & Industrial Tech > Ground Mobility: AMRs and AGVs; Supply Chain & ManufacturingTech > AI and Analytics for Supply Chain Optimization; AI & Machine Learning > Multimodal Perception and Sensor Fusion; Supply Chain & ManufacturingTech > Planning, Forecasting and Inventory Optimization",Artificial Intelligence (AI);  Drones;  Logistics;  Robotics;  Supply Chain Management,Growth Stage,2017,"Pittsburgh, Pennsylvania, United States, North America",Active,74067900.0,40000000.0,2026-02-09,Series B,0.0,8,"99 Tartans, Bain Capital Ventures, Bling Capital, Dundee Venture Capital, Expa, Phil Bronner, Smith Point Capital, The Hillman Company, Tribeca Venture Partners, XRC Ventures, Xplorer Capital","Tribeca Venture Partners, Bain Capital Ventures, Smith Point Capital",0.0,"[{""specter_person_id"":""per_4c9c5c13da64e0ecc886840d"",""full_name"":""Geetesh Dubey"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Chief Systems Officer (CSO)"",""seniority"":""Executive Level""},{""specter_person_id"":""per_da20c49686da27d3c1a47f4e"",""full_name"":""Robb Myer"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & Investor"",""seniority"":""Executive Level""}]","Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Technical Background, Top University, VC-Backed Founder",2,98,34.25,71.93,28827.0,234.54,218.46,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Web Traffic Surge, Web Traffic Momentum, Web Traffic Scale-up, Social Followers Surge, Social Followers Momentum, Top Tier Investors, Recent Funding, Recent News",Gather AI automates inventory management using AI-driven drones.,100,100,43,100,77,Tier 2,Monitor (Tier 3),"Raised ~4mo ago — build the relationship now, ahead of the next round.",Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Skyroads,skyroads.com,"Skyroads provides a centralized airspace management system that enables safe, scalable Advanced Air Mobility for passenger and cargo drones. The platform combines ground modules with per-vehicle avionics, transceivers, and sensor suites to perform route planning, route clearance, and onboard safety functions. It is offered as a shared infrastructure platform for urban air vehicles and integrates with aviation workflows and regulatory safety processes. The system targets Advanced Air Mobility stakeholders, including operators, vehicle manufacturers, and city authorities. Core technologies include air traffic management, automation, and drone avionics designed for metropolitan corridors and urban airspace.","Transportation, Logistics, Supply Chain and Storage; Airlines and Aviation","Robotics & Industrial Tech > Aerial Robotics and Autonomous Drones; Mobility, Transport & Logistics > Last Mile Delivery and Drones; AI & Machine Learning > Multimodal Perception and Sensor Fusion; AI & Machine Learning > Agentic Frameworks and Orchestration; Robotics & Industrial Tech > Edge Computing and AI for Robotics",Aerospace; Drones; Software; Technical Support,Early Stage,2019,"Munich, Bavaria, Germany, Europe",Active,3502750.0,0.0,2022-09-01,Series A,0.0,4,"Bernhard Hecker, EIT - European Institute of Innovation and Technology, EIT Urban Mobility, Mutschler Ventures AG, SEK Ventures, Vector Venture Capital",Vector Venture Capital,0.0,"[{""specter_person_id"":""per_3472294b4086fdfa134c50df"",""full_name"":""Christian Lindener"",""departments"":[""Senior Leadership""],""title"":""Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_458b164faf170b95fda00804"",""full_name"":""Daniel Huber"",""departments"":[""Senior Leadership"",""Operations""],""title"":""Co-Founder & Lead Operations"",""seniority"":""Executive Level""},{""specter_person_id"":""per_bba674186b8c668652b3b2a8"",""full_name"":""Corvin Huber"",""departments"":[""Senior Leadership""],""title"":""Chief Executive Officer"",""seniority"":""Executive Level""},{""specter_person_id"":""per_d96c50ac4adfc84daecf3047"",""full_name"":""Tim Krieglstein"",""departments"":[""Senior Leadership""],""title"":""Board Member and Seed Investor"",""seniority"":""Executive Level""}]","Hyper Connector, Influencer, Polyglot, Prior Exit, Prior IPO, Prior VC-Backed Founder, Serial Founder, Strong Technical Background, Top University, VC-Backed Experience, VC-Backed Founder",4,6,-14.29,-14.29,3306.0,64.4,77.65,2.0,,No Recent Funding,"Skyroads provides a traffic management system that enables safe, scalable Advanced Air Mobility.",100,100,90,36,77,Tier 2,Monitor (Tier 3),~46mo since last raise — may be raising soon or capital-efficient; worth a direct conversation.,"Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Confirm current runway, burn rate, and timeline to next raise. | Assess market size and competitive landscape. | Review cap table and quality of existing investors."
Carpool Logistics,carpoollogistics.com,"Carpool Logistics provides a marketplace that connects vehicle shippers with vetted carriers to reduce empty truck space, lower costs, and cut emissions. The company uses a proprietary Transportation Management System (TMS) with real-time GPS tracking, digital documentation, intelligent load bundling, and a nationwide carrier network to match and manage shipments. It offers instant quotes, API integrations, a customer portal, condition reports, compliance monitoring, and claims management to serve dealers, fleets, OEMs, auctions, and auto haulers. Carpool operates as a technology-first B2B marketplace for automotive logistics and handles high-volume vehicle transport nationwide.","Transportation, Logistics, Supply Chain and Storage; Truck Transportation","Mobility, Transport & Logistics > Freight, TMS and Logistics Platforms; Commerce & Marketplaces > B2B Marketplaces & Procurement Networks; Supply Chain & ManufacturingTech > Transportation, Freight and Network Optimization",Automotive; Logistics,Early Stage,2021,"Atlanta, Georgia, United States, North America",Active,15500000.0,12000000.0,2025-03-12,Series A,0.0,3,"Atlanta Ventures, CarMax, David Metter, Devin Daly, Michael Quigley, Overline, Wavecrest Growth Partners","Atlanta Ventures, Wavecrest Growth Partners",0.0,"[{""specter_person_id"":""per_7f08e9fdeaa717b0028710b9"",""full_name"":""Joe Norton"",""departments"":[""Product & Research""],""title"":""Co-Founder & VP of Product"",""seniority"":""Executive Level""},{""specter_person_id"":""per_b4a2f779958f04c9cdfe5577"",""full_name"":""Michael Malakhov"",""departments"":[""Senior Leadership""],""title"":""Founder & CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_c41b4f2733943a1f53699b07"",""full_name"":""Terrence Jackson"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & VP of Technology"",""seniority"":""Executive Level""},{""specter_person_id"":""per_d821643957436ddc2c6b1b81"",""full_name"":""Eric Morris"",""departments"":[""Operations""],""title"":""Operations"",""seniority"":""Mid Level""},{""specter_person_id"":""per_dd310e1d4aad75bb103472ce"",""full_name"":""Chatarshal S."",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & CTO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Prior Exit, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Technical Background, Top University, VC-Backed Experience, VC-Backed Founder",5,72,12.5,24.14,25027.0,-21.67,-1.24,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Social Followers Surge, Social Followers Momentum, No Recent Funding",Carpool Logistics operates a marketplace connecting vehicle shippers with carriers.,100,100,73,58,77,Tier 2,Monitor (Tier 3),~15mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Firestorm,launchfirestorm.com,"Firestorm builds modular, mission-adaptable unmanned aerial systems that enable rapid on-site deployment and reconfiguration for defense users. Its platforms use an open-system, quick-connect architecture with swappable propulsion modules and patent-pending designs to shorten assembly and maintenance time. The company supplies expeditionary manufacturing cells (xCell) and a flight controller (OCTRA) that integrates AI autopilots and third-party software to support distributed production and autonomous operation. Firestorm leverages additive manufacturing and portable micro-factory units to produce and modify airframe components in the field. The company primarily serves military and defense contractors seeking low-cost, rapidly deployable UAS solutions.",Manufacturing; Transportation Equipment Manufacturing; Aviation and Aerospace Component Manufacturing,Robotics & Industrial Tech > Aerial Robotics and Autonomous Drones; Defence & Security > Autonomous and Uncrewed Systems; AI & Machine Learning > Multimodal Perception and Sensor Fusion; AI & Machine Learning > Agentic Frameworks and Orchestration; Defence & Security > ISR and Sensing,Aerospace; Artificial Intelligence (AI); Drones,Growth Stage,2022,"San Diego, California, United States, North America",Active,150344500.0,82000000.0,2026-04-29,Series B,0.0,8,"645 Ventures, Alumni Ventures, Backswing Ventures, Beyond Capital, Booz Allen Ventures, Bravo Victor Venture Capital, Craft Ventures, Cubit Capital, Decisive Point, Feld Ventures, GETTY, Geodesic Capital, Harpoon, IQT, IronGate Capital Advisors, JP Morgan, Litquidity Ventures, Lockheed Martin, Lockheed Martin Ventures, MDSV Capital, Marque Ventures, Motley Fool Ventures, New Enterprise Associates, Ondas Networks, Overmatch Ventures, Red Cat, Silent Ventures, Sukna Ventures, The Veteran Fund, Washington Harbour Partners","Decisive Point, Silent Ventures, Lockheed Martin Ventures, Alumni Ventures, JP Morgan, New Enterprise Associates, Washington Harbour Partners",0.0,"[{""specter_person_id"":""per_223ce9265f930d6c45da8aa9"",""full_name"":""Chad McCoy"",""departments"":[""Senior Leadership"",""BD & Marketing""],""title"":""Co-Founder & Chief Growth Officer"",""seniority"":""Executive Level""},{""specter_person_id"":""per_7c5bb93229eaa9ac6399a191"",""full_name"":""Dan Magy ðŸ´â€â˜ ï¸"",""departments"":[""Senior Leadership""],""title"":""CEO & Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_afe9a1096182344f9e6a8eed"",""full_name"":""Ian Muceus"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder, Lead Inventor, and CTO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Hyper Connector, Influencer, Unicorn Experience, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Technical Background, Top University, VC-Backed Founder",3,185,16.35,34.06,12631.0,-25.3,-46.32,14.0,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Web Traffic Dip, Web Traffic Decline, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, Recent Funding, Recent News","Firestorm develops modular UAS with AI-enabled controllers for rapid, mission-adaptable deployment.",100,100,63,70,76,Tier 2,Monitor (Tier 3),"Raised ~1mo ago — build the relationship now, ahead of the next round.",Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Turion Space,turionspace.com,"Turion Space provides in-orbit platforms and propulsion that enable governments and commercial operators to perform satellite servicing, debris mitigation, and resilient space operations. The company designs, builds, tests, and operates vertically integrated satellite platforms and electric/ion propulsion systems paired with integrated flight and fleet software (StarfireOS) to enable autonomous rendezvous, docking, and maneuvering. Its mission-ready DROID spacecraft use vision sensors and an agnostic docking device for rendezvous and in-space servicing, and the company offers fleet command and simulation software for operational control. Turion serves government space agencies and commercial satellite operators and positions itself as a space infrastructure provider addressing growing demand for in-space servicing and sustainability.",Manufacturing; Transportation Equipment Manufacturing; Defense and Space Manufacturing,Defence & Security > Space and Aerospace Defence; Space & Frontier > Spacecraft Platforms and Constellations; Defence & Security > C4 and Secure Communications; Space & Frontier > Space Domain Awareness and Traffic Management,Aerospace; Information Technology; Manufacturing; Space Travel,Growth Stage,2021,"Irvine, California, United States, North America",Active,127825000.0,75000000.0,2026-04-15,Series B,0.0,7,"Angel Collective Opportunity Fund, Aurelia Foundry, Bluewatch Ventures, Bruckner Ventures, Center15 Capital, Correlation Ventures, DG Lab, Decacorn Capital, Duro Ventures, FAST â€”Â by GETTYLAB, Forward Deployed Venture Capital, Forward Venture Capital, FoundersX Ventures, Gaingels, HOF Capital, Harvard Management Company, Imagination Capital, Immeasurable, Industrious Ventures, Magnetar Capital, Mark Bell, Mercury, Michael Johnston, OODA, Patrick Spaulding Ryan, Pegasus Tech Ventures, Pi Campus, Reinforced Ventures, S2 Capital, Soma Capital, Tomer London, Unpopular Ventures, VII Ventures, VU Venture Partners, Veteran Ventures Capital, Washington Harbour Partners, Y Combinator, Zillionize, gANGELS","Veteran Ventures Capital, Washington Harbour Partners",0.0,"[{""specter_person_id"":""per_0b598ce61bf7b1f9ed4b3dbe"",""full_name"":""Ryan W."",""departments"":[""Senior Leadership""],""title"":""CEO/Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_4aa8047ee7f2b375107f4f2c"",""full_name"":""Patryk Wiatr"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & CIO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_6748ab0aa8d8b8d25e2d65ce"",""full_name"":""Tyler James Pierce"",""departments"":[],""title"":""Co-Founder & CFO"",""seniority"":null}]","Unicorn Experience, Prior VC-Backed Experience, Serial Founder, Strong Technical Background, VC-Backed Experience, VC-Backed Founder",3,215,23.56,49.31,15223.0,27.2,99.72,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, Recent Funding, Recent News","Turion Space develops satellite platforms, electric/ion propulsion, and integrated flight software.",100,100,40,100,76,Tier 2,Monitor (Tier 3),"Raised ~2mo ago — build the relationship now, ahead of the next round.",Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
ARX Robotics,arx-robotics.com,"ARX Robotics modernizes military and commercial vehicle fleets by delivering autonomous unmanned ground systems and AI-based software that enable networked, mission-ready operations. The company builds modular hardware such as the GEREON RCS transport platform together with Mithra OS, an AI-native operating system that adds autonomy, sensor fusion, real-time control, and multi-network connectivity (Bluetooth, Wiâ€‘Fi, 4G/5G, Starlink, GNSS) to new and legacy platforms via open APIs. Its product set is positioned as a B2B SaaS-plus-services offering combining robotics, system integration, and production-scale manufacturing for defense and civil use cases like logistics, sensor deployment, and MedEvac support. ARX integrates technologies from AI and autonomous systems to automotive-grade engineering to enable rapid deployment and scaling across European defense and commercial customers. The company has active deployments with European armed forces and fielded systems in operational environments.",Manufacturing; Transportation Equipment Manufacturing; Defense and Space Manufacturing,"Defence & Security > Autonomous and Uncrewed Systems; Robotics & Industrial Tech > Aerial Robotics and Autonomous Drones; AI & Machine Learning > Multimodal Perception and Sensor Fusion; AI & Machine Learning > Agentic Frameworks and Orchestration; Mobility, Transport & Logistics > Autonomous and ADAS Systems",Artificial Intelligence (AI); Autonomous Vehicles; Drones; Manufacturing; Robotics,Growth Stage,2022,"Munich, Bavaria, Germany, Europe",Active,58826128.0,12737260.0,2025-07-29,Series A,0.0,4,"Christian Reber, Discovery Ventures, HV Capital, JVH Ventures, NATO Innovation Fund, Omnes Capital, Project A Ventures, Robin Capital, Robin Haak, Speedinvest","Project A Ventures, NATO Innovation Fund, HV Capital, Speedinvest",0.0,"[{""specter_person_id"":""per_105b89fec66c7a44003a2934"",""full_name"":""Marc A. Wietfeld"",""departments"":[""Senior Leadership""],""title"":""CEO & Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_265081a81aa48757600aa9f8"",""full_name"":""Stefan R."",""departments"":[""Senior Leadership"",""Operations""],""title"":""COO & Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_6cf8e2a70d0568b0a3bc4bb1"",""full_name"":""Marcel Schorr"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & Former Managing Director"",""seniority"":""Executive Level""},{""specter_person_id"":""per_df3beca189c75fcee86a249a"",""full_name"":""Maximilian Wied"",""departments"":[""Senior Leadership"",""Finance""],""title"":""CFO and Co-Founder"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Hyper Connector, Unicorn Experience, Prior VC-Backed Experience, Serial Founder, VC-Backed Experience, VC-Backed Founder",4,158,13.67,54.9,40562.0,76.1,106.75,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, No Recent Funding, Recent News",ARX Robotics develops autonomous unmanned ground systems and AI software for defense and civil use.,100,100,40,100,76,Tier 2,Monitor (Tier 3),~10mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
